,Product Collection,Processor Number,Code Name,Total Cores,Launch Date,Intel® VT-x with Extended Page Tables (EPT) ‡,Vertical Segment,Intel® Virtualization Technology with Redirect Protection (VT-rp) ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Quarter,Year
404,3rd Generation Intel® Xeon® Scalable Processors,6330,Products formerly Ice Lake,28,Q2'21,Yes,Server,nan,Yes,Yes,2,21
405,3rd Generation Intel® Xeon® Scalable Processors,6330N,Products formerly Ice Lake,28,Q2'21,Yes,Server,nan,Yes,Yes,2,21
406,3rd Generation Intel® Xeon® Scalable Processors,6334,Products formerly Ice Lake,8,Q2'21,Yes,Server,nan,Yes,Yes,2,21
407,3rd Generation Intel® Xeon® Scalable Processors,6336Y,Products formerly Ice Lake,24,Q2'21,Yes,Server,nan,Yes,Yes,2,21
408,3rd Generation Intel® Xeon® Scalable Processors,6338,Products formerly Ice Lake,32,Q2'21,Yes,Server,nan,Yes,Yes,2,21
409,3rd Generation Intel® Xeon® Scalable Processors,6338N,Products formerly Ice Lake,32,Q2'21,Yes,Server,nan,Yes,Yes,2,21
410,3rd Generation Intel® Xeon® Scalable Processors,6338T,Products formerly Ice Lake,24,Q2'21,Yes,Server,nan,Yes,Yes,2,21
411,3rd Generation Intel® Xeon® Scalable Processors,6342,Products formerly Ice Lake,24,Q2'21,Yes,Server,nan,Yes,Yes,2,21
412,3rd Generation Intel® Xeon® Scalable Processors,6346,Products formerly Ice Lake,16,Q2'21,Yes,Server,nan,Yes,Yes,2,21
413,3rd Generation Intel® Xeon® Scalable Processors,6348,Products formerly Ice Lake,28,Q2'21,Yes,Server,nan,Yes,Yes,2,21
414,3rd Generation Intel® Xeon® Scalable Processors,6354,Products formerly Ice Lake,18,Q2'21,Yes,Server,nan,Yes,Yes,2,21
415,3rd Generation Intel® Xeon® Scalable Processors,8351N,Products formerly Ice Lake,36,Q2'21,Yes,Server,nan,Yes,Yes,2,21
416,3rd Generation Intel® Xeon® Scalable Processors,8352M,Products formerly Ice Lake,32,Q2'21,Yes,Server,nan,Yes,Yes,2,21
417,3rd Generation Intel® Xeon® Scalable Processors,8352S,Products formerly Ice Lake,32,Q2'21,Yes,Server,nan,Yes,Yes,2,21
418,3rd Generation Intel® Xeon® Scalable Processors,8352V,Products formerly Ice Lake,36,Q2'21,Yes,Server,nan,Yes,Yes,2,21
419,3rd Generation Intel® Xeon® Scalable Processors,8352Y,Products formerly Ice Lake,32,Q2'21,Yes,Server,nan,Yes,Yes,2,21
420,3rd Generation Intel® Xeon® Scalable Processors,8358,Products formerly Ice Lake,32,Q2'21,Yes,Server,nan,Yes,Yes,2,21
421,3rd Generation Intel® Xeon® Scalable Processors,8358P,Products formerly Ice Lake,32,Q2'21,Yes,Server,nan,Yes,Yes,2,21
422,3rd Generation Intel® Xeon® Scalable Processors,8360Y,Products formerly Ice Lake,36,Q2'21,Yes,Server,nan,Yes,Yes,2,21
423,3rd Generation Intel® Xeon® Scalable Processors,8362,Products formerly Ice Lake,32,Q2'21,Yes,Server,nan,Yes,Yes,2,21
424,3rd Generation Intel® Xeon® Scalable Processors,8368,Products formerly Ice Lake,38,Q2'21,Yes,Server,nan,Yes,Yes,2,21
425,3rd Generation Intel® Xeon® Scalable Processors,8368Q,Products formerly Ice Lake,38,Q2'21,Yes,Server,nan,Yes,Yes,2,21
426,3rd Generation Intel® Xeon® Scalable Processors,8380,Products formerly Ice Lake,40,Q2'21,Yes,Server,nan,Yes,Yes,2,21
427,3rd Generation Intel® Xeon® Scalable Processors,4309Y,Products formerly Ice Lake,8,Q2'21,Yes,Server,nan,Yes,Yes,2,21
428,3rd Generation Intel® Xeon® Scalable Processors,4310,Products formerly Ice Lake,12,Q2'21,Yes,Server,nan,Yes,Yes,2,21
429,3rd Generation Intel® Xeon® Scalable Processors,4310T,Products formerly Ice Lake,10,Q2'21,Yes,Server,nan,Yes,Yes,2,21
430,3rd Generation Intel® Xeon® Scalable Processors,4314,Products formerly Ice Lake,16,Q2'21,Yes,Server,nan,Yes,Yes,2,21
431,3rd Generation Intel® Xeon® Scalable Processors,4316,Products formerly Ice Lake,20,Q2'21,Yes,Server,nan,Yes,Yes,2,21
